name,Occurrence,order,Main page,Store Link,Accessible,Multiplayer,Social,Creator,HMD,Origin,Store,Price,Number of Reviews,Temp_reviews_no_n/a,Normalized reviews,Web Visitor Count,Normalized visitors,Z-score,Order_formula,Main Focus,Online Count,Rating,summary,Download Count,#Player in the Most Popular Room,Platform Type,Platform availability,Hints for room creation,Room creation,Room creation detailed,Official Creator Documentation Main Page,Official First Step Guide,Unofficial Tutorials,Creator Description,Main Page Web Metric,Monthly Active Users,Events,Scholar Articles
Resolve,First,25,https://www.meta.com/en-gb/experiences/resolve/7860400317363640/,https://www.meta.com/en-gb/experiences/resolve/7860400317363640/,Yes,Yes,Yes,No,,quest_query_data_metaverse,Quest,0,15,,,,,,,,,86,"Resolve allows teams building complex construction projects to review large BIM projects on the Meta Quest in a collaborative environment. Resolve&#x2019;s ability to handle the biggest 3D models enables teams to simulate maintenance, safety and accessibility issues earlier than ever before. From cutting edge biopharma facilities to wind farms and data centers, Resolve delivers unparalleled performance on wireless VR headsets without the need to section your model, stream, or use a hefty PC.",,,,,,,,,,,,,,,
Lo-Fi Lounge,First,88,,https://store.steampowered.com/app/1513180/LoFi_Lounge/?snr=1_7_7_151_150_2,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,11,,,,,,,,,81%,,,,,,,,,,,,,,,,
Pararea--Social VR for Everyone (Beta),First,89,,https://store.steampowered.com/app/671310/ParareaSocial_VR_for_Everyone_Beta/?snr=1_7_7_151_150_2,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,41,,,,,,,,,56%,,,,,,,,,,,,,,,,
Alloverse,First,20,https://alloverse.com/,#N/A,No,#N/A,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Anarchy Arcade,,21,https://www.anarchyarcade.com/blog/welcome/,https://store.steampowered.com/app/266430/Anarchy_Arcade/,,No,,,,Google search,Steam,Free,,,,,,,,,,,,,,,,,,,,,,,,,,
Anyland,First,22,https://anyland.com/,https://store.steampowered.com/app/505700/Anyland/,No,,,,,Google search,Steam,Not downloadable,,,,,,,,,,,,,,,,,,,,,,,,,,
Apertus VR,First,23,#N/A,#N/A,No,#N/A,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Art Gate,First,24,#N/A,#N/A,No,#N/A,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Arthur,,25,https://www.arthur.digital/,https://www.arthur.digital/,No,Yes,,,Yes,Google search,Main page,,,,,,,,,Work,,,,,,,,,,,,,,,,,,
Avatar Chat,First,26,https://about.imvu.com/,#N/A,#N/A,#N/A,,,No,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Breakroom,First,27,https://www.breakroom.net/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capsa,First,28,-,https://store.steampowered.com/app/588120/Capsa/,No,No,,,No,Google search,Steam,Free,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheerio,First,29,https://www.cheerioworld.com/,https://www.meta.com/en-gb/experiences/cheerio/3703371516396691/?utm_source=cheerioworld.com,No,Yes,,,Yes,Google search,Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cisco Spark in VR,First,30,-,https://www.meta.com/en-gb/experiences/pcvr/1902295399788566/,No,Yes,,,Yes,Google search,Meta,Not downloadable,,,,,,,,,,,,,,,,,,,,,,,,,,
Galaxity : Korea VR,First,90,,https://store.steampowered.com/app/1805190/Galaxity__Korea_VR/?snr=1_7_7_151_150_2,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,11,,,,,,,,,72%,,,,,,,,,,,,,,,,
Hoppin’,First,59,https://hoppin.world/,https://www.meta.com/en-gb/experiences/hoppin/5105861412788569/?utm_source=hoppin.world&utm_medium=oculusredirect,Yes,Yes,Yes,No,Yes,Google search,Meta,Free,11,,,,,,,,,,,,,,,,,,,,,,,,,
Dance Central,,33,https://www.dancecentral.com/,https://www.meta.com/en-gb/experiences/dance-central/2453152771391571/,Yes,No,,,Yes,Google search,Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dimension10,First,34,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Districts,First,35,https://district.berlin/,https://store.steampowered.com/app/2732650/District_VR/,No,,,,,Google search,Steam,-,,,,,,,,,,,,,,,,,,,,,,,,,,
DiveReal,First,36,-,https://store.steampowered.com/app/865200/DiveReal_inactive_stopped/,No,,,,,Google search,Steam,Free,,,,,,,,,,,,,,,,,,,,,,,,,,
Dream,First,37,#N/A,#N/A,#N/A,No,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Edorble,First,38,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elysium VR,First,39,https://elysium.today/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sansar,,91,,https://store.steampowered.com/app/586110/Sansar/?snr=1_7_7_151_150_2,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,615,,,,,,,,,52%,,,,,,,,,,,,,,,,
Endless Riff,First,41,https://www.meta.com/en-gb/experiences/pcvr/1221075024649062/,https://www.meta.com/en-gb/experiences/pcvr/1221075024649062/,No,,,,Yes,Google search,Meta,Free,,,,,,,,,,,,,,,,,,,,,,,,,,
Redpill VR,First,92,https://www.redpillvr.com/,https://www.redpillvr.com/en/,No,,,,,Google search,,Free,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
EpicLive,First,43,https://www.salin.co.kr/epiclive/sub/epicLive/sub01.html,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eventual VR,First,44,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inlight Spark,First,64,https://spark.inlight.ai/,https://www.meta.com/en-gb/experiences/pcvr/1515033125183820/,Yes,Yes,Yes,No,Yes,Google search,Meta,Free,10,,,,,,,,,,,,,,,,,,,,,,,,,
Facebook Spaces,First,46,https://www.facebook.com/spaces,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flowtropolis,First,47,https://www.flowtropolis.se/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForeVR,First,48,https://www.forevrgames.com/,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShapesXR,,93,,https://www.oculus.com/experiences/quest/3899112273551602/,Yes,Yes,,,Quest,QuestDB,Quest,Free,318,,,,,,,"Productivity, Utilities",,,,,,,,,,,,,,,,,,
Fundamental Surgery,First,50,https://fundamentalsurgery.com/,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REMIO,,93,https://www.remiovr.com/,https://www.meta.com/en-gb/experiences/remio/5120897861344596/?click_session_id=1516346529000935&utm_source=www.remiovr.com&utm_medium=oculusredirect,Yes,Yes,,,Yes,Google search,Meta,Free,,,,,,,,,,,,,,,,,,,,,,,,,,
Geekzonia,First,52,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glue,First,53,https://glue.work/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guru Gedara,First,54,#N/A,#N/A,,No,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Riff XR,,94,https://riffxr.com/,https://store.steampowered.com/app/2182790/Riff_XR/,Yes,Yes,,,Yes,Google search,Steam,Free,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Helios,First,56,-,https://store.steampowered.com/app/1047640/Helios/,No,,,,,Google search,Steam,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEMOSY and Project Polis,First,57,#N/A,#N/A,No,#N/A,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
High Fidelity,First,58,https://www.highfidelity.com/,"https://www.meta.com/en-gb/experiences/pcvr/1255907384473836/
https://store.steampowered.com/app/390540/High_Fidelity/",No,,,,Yes,Google search,"Meta
Steam",Free,,,,,,,,,,,,,,,,,,,,,,,,,,
Wooorld,,95,https://www.meta.com/en-gb/experiences/wooorld/4360608937312293/,https://www.meta.com/en-gb/experiences/wooorld/4360608937312293/,Yes,Yes,,,,quest_query_data_metaverse,Quest,0,455,,,,,,,,,70,"Dive into Wooorld, an immersive social platform bringing a 3D map of the world into your room in Mixed Reality. Explore cities, landmarks, natural wonders with rich content from Wikipedia and Google Maps. Challenge yourself with the location guessing game &quot;Where in the Wooorld&quot;. Plan trips with the help of a global community of explorers. Enjoy AI-powered Tours, customizations, safety &amp; accessibility features.

Enjoy Wooorld for Free, or unlock premium features with Explorer+ &amp; Player+ add-ons.",,,,,,,,,,,,,,,
Horizon Venues,First,60,-,https://www.meta.com/en-gb/experiences/3002729676463989/,No,,,,Yes,Google search,Meta,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roblox,First,95,https://www.roblox.com/,https://www.meta.com/en-gb/experiences/5804350719675181/,Yes,,,,Yes,Google search,Meta,Free,,,,,,,,,,,,,,,,,,,,,,,,,,
Autodesk Workshop XR,First,64,https://www.meta.com/en-gb/experiences/autodesk-workshop-xr/6311586865616787/,https://www.meta.com/en-gb/experiences/autodesk-workshop-xr/6311586865616787/,Yes,Yes,Yes,No,,quest_query_data_metaverse,Quest,0,6,,,,,,,,,46,"Immersive workspace, connected to Autodesk Construction Cloud | Review and collaborate in your 3D models.",,,,,,,,,,,,,,,
Hyperfair VR,First,63,https://www.hyperfairplus.de/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neutrans,First,78,http://neutrans.space,"https://www.meta.com/en-gb/experiences/pcvr/484255391698530/
https://store.steampowered.com/app/690690/NEUTRANS/",Yes,Yes,Yes,No,Yes,Google search,"Meta
Steam","Not downloadable
Free",0,,,,,,,,,,,,,,,,,,,,,,,,,
Sansar,,97,https://www.sansar.com/,"https://www.sansar.com/
https://store.steampowered.com/app/586110/Sansar/",Yes,,,,Yes,Google search,"Main page
Steam","Free
Free",,,,,,,,,,,,,,,,,,,,,,,,,,
InsiteVR,First,66,https://blog.insitevr.com/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vrzone,First,9,https://vrzone.io/,https://sidequestvr.com/app/429,Yes,Yes,Yes,Yes,Yes,Google search,"Meta, PC, MacOs",#N/A,3,3,-0.2697323982,2314,-0.1945231787,-0.464255577,,#N/A,,,,,,,,,,,,,,,,,,
VR Trivia Battle,First,117,,"https://www.meta.com/en-gb/experiences/pcvr/1961025013964962/
https://store.steampowered.com/app/670830/VR_Trivia_Battle/",Yes,,,,Yes,Google search,"Meta
Steam","Not downloadable
Free",0,,,,,,,,,,,,,,,,,,,,,,,,,
LearnBrite,First,69,https://www2.learnbrite.com/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiveLike,First,70,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manova,First,71,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasterpieceVR,First,72,https://masterpiecestudio.com/,"https://www.meta.com/en-gb/experiences/pcvr/361221470668584/
https://store.steampowered.com/app/504650/MasterpieceVR/",No,,,,Yes,Google search,"Meta
Steam","Not downloadable
Not downloadable",,,,,,,,,,,,,,,,,,,,,,,,,,
meetingRoom,First,73,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluto,,100,,https://store.steampowered.com/app/389980/Pluto/?snr=1_7_7_151_150_2,,Yes,,,,steam_query_data_vr_multiplayer,Steam,,75,,,,,,,,,40%,,,,,,,,,,,,,,,,
A Land: Dubai Metaverse Demo,First,6,https://store.steampowered.com/app/2186510/A_Land_Dubai_Metaverse/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/2186510/A_Land_Dubai_Metaverse/?snr=1_7_7_151_150_1,No,Yes,,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Museum of Other Realities,,76,https://www.museumor.com/,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SurrealVR,,106,https://www.surrealvr.com/,"https://store.steampowered.com/app/461180/SurrealVR/
https://www.viveport.com/apps/8168e41c-b1af-41cf-9906-4e1858226f2b?hl=en-US",Yes,,,,Yes,Google search,"Steam
Viveport",Free,,,,,,,,,,,,,,,,,,,,,,,,,,
SIX 3D: Metaverse,,4,https://store.steampowered.com/app/2177350/SIX_3D_Metaverse/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/2177350/SIX_3D_Metaverse/?snr=1_7_7_151_150_1,,Yes,,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Arkio,,112,,https://www.oculus.com/experiences/quest/2280319701979278/,Yes,Yes,,,Quest,QuestDB,Quest,Free,203,,,,,,,"Productivity, Utilities",,,,,,,,,,,,,,,,,,
Metaisland,First,38,https://store.steampowered.com/app/1782180/Metaisland/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/1782180/Metaisland/?snr=1_7_7_151_150_1,No,,,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Oculus Home,First,81,#N/A,#N/A,#N/A,No,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Oculus Rooms,First,82,-,https://www.meta.com/en-gb/experiences/1101959559889232/,,No,,,Yes,Google search,Meta,Not downloadable,,,,,,,,,,,,,,,,,,,,,,,,,,
Unreal Kingdoms,First,39,https://store.steampowered.com/app/2691250/Unreal_Kingdoms/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/2691250/Unreal_Kingdoms/?snr=1_7_7_151_150_1,No,,No,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Oxford Medical Simulation,First,84,https://oxfordmedicalsimulation.com/,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEs,First,46,https://store.steampowered.com/app/2361710/MEs/?snr=1_7_7_151_150_1,https://store.steampowered.com/app/2361710/MEs/?snr=1_7_7_151_150_1,No,Yes,,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Planet Theta,,86,https://planet-theta.com/,https://store.steampowered.com/app/1840020/PLANET_THETA/,Yes,Yes,,,Yes,Google search,Steam,Not downloadable,,,,,,,,,,,,,,,,,,,,,,,,,,
Pluto VR,First,87,https://www.pluto.app/,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spherum 3D,First,51,https://store.steampowered.com/app/2223230/Spherum_3D/?snr=1_7_7_151_150_2,https://store.steampowered.com/app/2223230/Spherum_3D/?snr=1_7_7_151_150_2,,No,No,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
Prospect,First,89,https://irisvr.com/,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raspberry Dream Land,First,90,#N/A,#N/A,No,#N/A,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
3XO: XXX Online Demo,First,58,https://store.steampowered.com/app/2212050/3XO_XXX_Online/?snr=1_7_7_151_150_2,https://store.steampowered.com/app/2212050/3XO_XXX_Online/?snr=1_7_7_151_150_2,No,Yes,,,,steam_query_data_metaverse,Steam,,0,,,,,,,,,-,,,,,,,,,,,,,,,,
vSpatial,,120,https://www.vspatial.com/,"https://www.meta.com/en-gb/experiences/2540393919317658/
https://store.steampowered.com/app/858900/vSpatial/",Yes,,,,Yes,Google search,"Meta
Steam","Free
Not downloadable",,,,,,,,Work,,,,,,,,,,,,,,,,,,
Community Garden,First,32,,https://store.steampowered.com/app/692530/Community_Garden/,Yes,,,,Yes,Google search,Steam,€8.19,28,,,,,,,,,,,,,,,,,,,,,,,,,
The Expanse,First,45,https://expansevr.netlify.app/,https://store.steampowered.com/app/1490550/The_Expanse/,Yes,,,,Yes,Google search,Steam,€5.89,1,,,,,,,,,,,,,,,,,,,,,,,,,
vTime XR,,130,,https://www.oculus.com/experiences/quest/1961984627245151/,Yes,Yes,,,Quest,QuestDB,Quest,Free,147,,,,,,,"Social, ",,,,,,,,,,,,,,,,,,
ENGAGE,,134,,https://www.oculus.com/experiences/quest/3092079454190601/,Yes,Yes,,,Quest,QuestDB,Quest,Free,140,,,,,,,"Social, Business",,,,,,,,,,,,,,,,,,
SapphireXR,First,98,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScienceVR,First,99,https://www.sciencevr.com/,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SculptrVR,First,100,https://www.sculptrvr.com/,https://www.meta.com/en-gb/experiences/sculptrvr/1978992975501648/?utm_source=www.sculptrvr.com&utm_medium=oculusredirect,Yes,Yes,,,Yes,Google search,Meta,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,
3XO: XXX Online,First,151,,https://store.steampowered.com/app/2212050/3XO_XXX_Online/?curator_clanid=4777282,No,Yes,,,Yes,SteamDB,Steam,Free,,,,,,,,"Sexual Content, Social",0,,,,,,,,,,,,,,,,,
Spatiate,First,102,#N/A,#N/A,#N/A,No,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
STAGE,First,103,#N/A,#N/A,No,#N/A,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
Stageverse,First,104,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STYLY,First,105,https://gallery.styly.cc/about/en,,,No,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flipside,,157,,https://www.oculus.com/experiences/quest/2305425142915253/,Yes,Yes,,,Quest,QuestDB,Quest,Free,105,,,,,,,"Social, Media & Streaming",,,,,,,,,,,,,,,,,,
Teleporter,First,107,https://teleporter.gg/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoe,,160,,https://www.oculus.com/experiences/quest/5464660053555314/,Yes,Yes,,,Quest,QuestDB,Quest,Free,101,,,,,,,"Social, Productivity",,,,,,,,,,,,,,,,,,
Topik,First,109,https://www.inforemix.com/workv1-2/topik,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UXR.ZONE,First,110,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VirBELA,First,111,https://www.virbela.com/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeetinVR,,173,,https://www.oculus.com/experiences/quest/1760132027421053/,Yes,Yes,,,Quest,QuestDB,Quest,Free,86,,,,,,,"Social, ",,,,,,,,,,,,,,,,,,
chilloutvr,,13,https://abinteractive.net/,https://store.steampowered.com/app/661130/ChilloutVR/,Yes,Yes,,,Yes,Google search,Steam,Free,2330,,,,,,,,,,,,,,,,,,,,,,,,,
Vizible,First,114,https://www.worldviz.com/virtual-reality-collaboration-software,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VR Conference,First,115,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lavender,First,68,https://lavendervr.com/,https://store.steampowered.com/app/886710/Lavender/,Yes,,,,Yes,Google search,Steam,€16.79,,,,,,,,,,,,,,,,,,,,,,,,,,
VirtualCast,,37,,https://store.steampowered.com/app/947890/VirtualCast/?curator_clanid=4777282,Yes,Yes,,,Yes,SteamDB,Steam,Free,,,,,,,,Social,5,,,,,,,,,,,,,,,,,
VRAVO!,First,118,-,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VR Triber,,278,,https://store.steampowered.com/app/680170/VR_Triber/?curator_clanid=4777282,Yes,Yes,,,Yes,SteamDB,Steam,Free,,,,,,,,Social,0,,,,,,,,,,,,,,,,,
VRROOM,,285,,https://store.steampowered.com/app/2166320/VRROOM/?curator_clanid=4777282,Yes,Yes,,,Yes,SteamDB,Steam,Free,,,,,,,,Social,0,,,,,,,,,,,,,,,,,
Wave,First,121,https://wavexr.com/,#N/A,No,#N/A,,,#N/A,Google search,#N/A,#N/A,,,,,,,,#N/A,,,,,,,,,,,,,,,,,,
The Wild,First,122,https://thewild.com/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wonda VR,First,123,https://www.wondavr.com/,,No,,,,,Google search,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BeanVR—The Social VR APP,,290,,https://store.steampowered.com/app/638920/BeanVRThe_Social_VR_APP/?curator_clanid=4777282,Yes,Yes,,,Yes,SteamDB,Steam,Free,,,,,,,,Social,0,,,,,,,,,,,,,,,,,
